L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-prefetches,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,ref-cycles,stalled-cycles-frontend,class
"1,119,222","87,926,484","1,043,165","4,903","25,751,352","59,469","8,945","30,687","4,232","49,789,017","7,685,839","50,455,757","7,886,139","9,858,644","69,637","17,139","337,627,840","16,556","91,260,226","1,211","25,575,611","1,949",191,"196,881,154","300,352,090","76,432,996",yes
"1,123,020","96,163,086","1,107,903","4,198","25,738,341","6,437","7,727","24,963","1,628","51,464,455","8,257,711","52,054,069","8,125,156","9,844,820","1,120","13,042","354,627,943","3,354","96,397,954",274,"26,084,246",485,200,"200,282,092","306,308,034","76,319,524",yes
"1,118,275","96,069,790","1,097,494","4,811","26,451,199","7,183","8,587","31,986","1,609","51,553,178","8,245,983","51,264,268","8,141,169","9,814,874",968,"12,807","353,160,407","3,284","96,098,384",272,"26,127,294",477,189,"200,790,789","305,352,605","74,351,280",yes
"1,121,089","95,507,856","1,100,315","4,837","27,192,605","6,541","7,630","22,503","1,550","51,693,771","8,190,372","51,357,604","8,135,050","9,848,173","1,628","14,243","352,139,361","3,425","94,128,726",279,"25,803,097",467,199,"202,828,734","306,172,910","75,247,434",yes
"1,130,473","96,942,359","1,090,079","4,779","26,919,249","6,549","6,044","26,008","1,590","52,222,798","8,258,693","52,236,027","8,255,999","9,884,343",242,"11,578","351,282,309","3,271","95,625,085",280,"26,179,743",481,194,"201,688,992","306,104,705","75,755,796",yes
"1,113,843","94,958,481","1,096,233","4,249","26,533,938","6,050","6,708","25,966","1,618","52,351,212","8,211,044","52,178,471","8,261,043","9,872,696",761,"10,068","352,326,079","3,209","94,489,869",281,"25,929,643",474,196,"200,058,151","308,225,633","76,501,810",yes
"1,100,480","94,395,706","1,086,663","4,223","26,718,868","6,532","7,536","23,270","1,404","51,578,144","8,203,485","51,236,174","8,094,094","9,827,466",521,"10,803","350,948,667","3,240","95,243,758",281,"26,266,949",469,215,"199,404,816","304,278,184","75,172,206",yes
"1,128,732","95,429,612","1,101,088","4,175","26,487,866","6,234","8,611","28,589","1,513","51,601,847","8,250,680","52,308,893","8,145,021","9,858,485",837,"9,229","353,394,991","3,298","95,369,924",277,"26,326,735",482,197,"201,291,386","305,940,739","76,216,905",yes
"1,124,122","94,993,150","1,095,085","4,297","26,894,213","7,029","6,481","24,667","1,485","51,849,717","8,222,955","52,246,888","8,157,716","9,808,618",683,"12,005","355,230,567","3,258","95,329,236",271,"26,363,009",475,212,"202,494,553","307,471,280","76,420,715",yes
"1,112,530","93,352,162","1,094,621","4,545","26,176,018","5,652","7,091","27,498","1,403","51,534,756","8,237,060","51,293,357","8,078,520","9,936,518",217,"9,845","352,277,157","3,170","95,063,430",278,"26,262,556",486,234,"201,436,193","305,433,976","76,835,592",yes
"1,106,755","94,360,480","1,091,747","4,165","26,793,396","6,643","15,996","42,441","1,473","51,046,713","8,196,623","51,161,539","8,117,425","9,907,990",257,"10,142","352,473,598","3,219","96,106,348",277,"26,328,404",484,230,"201,092,353","303,141,780","75,991,663",yes
"1,106,276","93,460,576","1,101,107","4,236","26,813,046","6,984","7,292","27,210","1,685","52,043,891","7,967,767","51,628,572","8,197,822","9,876,505",349,"9,922","353,745,597","3,369","94,763,174",281,"25,621,830",476,206,"200,912,523","305,219,434","75,738,864",yes
"1,115,636","94,694,073","1,045,066","4,331","26,898,797","6,570","6,672","26,290","1,744","51,935,167","8,085,546","52,186,940","8,136,496","9,705,683","2,160","12,676","338,822,973","3,428","96,514,935",273,"26,203,441",483,201,"201,198,435","306,949,937","76,261,496",yes
"1,118,475","94,419,030","1,051,468","4,431","26,847,910","5,761","7,022","26,976","1,488","52,269,680","8,232,453","51,851,235","8,209,509","9,740,372","2,176","10,489","344,675,107","3,253","96,936,096",284,"26,249,681",497,199,"202,124,793","307,080,858","74,239,725",yes
"1,119,903","95,414,256","1,045,568","3,995","26,493,409","5,865","7,620","29,436","1,545","52,065,394","8,199,267","51,876,116","8,144,844","9,821,914",712,"10,615","343,551,359","3,273","97,063,886",282,"26,366,882",477,190,"197,470,471","305,629,386","77,055,001",yes
"1,121,906","95,317,489","1,065,075","4,111","26,341,045","6,882","8,118","22,613","1,523","52,185,534","8,137,770","52,382,525","8,217,784","9,758,176","1,040","9,929","343,580,534","3,243","96,698,953",278,"26,295,567",474,205,"201,998,301","306,841,886","74,850,015",yes
"1,122,392","95,595,070","1,083,322","4,214","26,940,186","6,779","7,914","22,017","1,584","51,717,348","8,255,438","52,312,194","8,113,025","9,840,842",313,"11,733","349,821,382","3,273","96,269,442",269,"26,194,859",474,200,"201,500,121","306,131,600","75,260,469",yes
"1,129,362","96,044,022","1,079,454","4,571","26,829,527","7,156","8,302","27,638","1,527","52,249,951","8,150,720","51,897,918","8,208,716","9,827,132",410,"7,964","347,704,677","3,298","94,623,810",274,"26,086,526",482,183,"199,484,020","305,360,827","73,811,042",yes
"1,117,967","94,531,947","1,085,576","4,169","26,695,151","7,540","7,764","24,332","1,752","52,065,803","8,218,757","51,585,737","8,145,371","9,793,330",397,"10,664","352,578,177","3,182","95,980,802",280,"26,092,001",475,200,"201,978,790","306,521,648","77,284,637",yes
"1,122,398","95,657,435","1,080,925","4,876","26,566,577","6,240","7,360","26,349","1,456","52,492,069","8,300,546","52,037,963","8,261,101","9,836,652",609,"8,434","352,707,906","3,268","95,916,616",278,"26,204,977",475,200,"200,230,746","306,907,568","75,890,170",yes
"1,101,576","95,916,293","1,111,143","4,532","26,500,063","6,858","7,109","22,855","1,523","51,288,936","8,315,395","52,234,258","8,203,019","9,727,866",698,"11,407","354,484,924","3,380","96,419,416",279,"26,095,959",482,194,"201,033,823","305,292,262","74,849,026",yes
"1,105,595","95,133,618","1,091,970","4,440","27,044,927","6,222","6,461","25,071","1,599","51,789,275","8,242,243","51,828,403","8,222,653","9,860,467","1,212","13,583","350,455,419","3,255","95,891,572",276,"26,196,706",478,203,"201,769,822","305,067,365","76,024,386",yes
"1,108,167","95,086,314","1,080,199","4,710","26,996,104","5,876","8,231","29,687","1,723","51,555,664","8,305,134","51,496,599","8,142,152","9,909,747",172,"9,627","350,241,307","3,204","95,694,195",273,"26,174,566",470,191,"199,658,535","305,702,677","74,196,694",yes
"1,116,350","95,597,057","1,087,810","4,235","26,692,673","5,235","6,661","27,961","1,746","51,993,331","8,095,066","51,488,199","8,156,717","9,845,039","1,363","14,933","343,860,131","3,151","94,656,092",279,"26,163,807",482,205,"201,519,047","304,983,556","74,796,268",yes
"1,117,950","96,154,475","1,077,290","4,418","26,578,261","6,718","6,265","22,563","1,577","52,276,756","8,234,942","51,998,214","8,252,349","9,862,232",693,"9,206","350,406,173","3,181","94,551,932",283,"26,011,893",473,196,"200,871,375","306,617,583","75,894,848",yes
"1,120,116","95,412,726","1,084,531","4,412","26,859,264","7,759","7,928","23,370","1,533","52,395,221","8,273,734","51,589,152","8,198,221","9,815,337",634,"8,489","349,822,567","3,177","95,628,509",273,"26,263,331",473,188,"201,065,859","306,873,313","78,006,008",yes
"1,108,575","96,665,613","1,074,511","4,632","26,399,936","8,080","9,624","30,309","1,502","52,024,621","8,211,868","51,954,113","8,223,235","9,837,662",745,"9,664","352,146,124","3,245","95,712,440",279,"26,235,468",480,200,"199,986,438","305,675,304","76,454,613",yes
"1,112,809","95,426,937","1,089,426","4,707","26,073,961","7,780","8,988","24,931","1,522","52,030,249","8,152,788","52,272,150","8,183,658","9,858,481",498,"10,382","354,474,008","3,117","96,520,686",277,"26,584,497",471,200,"203,010,688","308,000,461","76,395,801",yes
"1,120,465","95,106,043","1,104,869","4,663","26,512,833","7,451","7,246","21,831","1,545","52,273,559","8,167,473","52,141,653","8,218,397","9,862,019",284,"19,152","352,368,359","3,182","96,035,551",272,"26,349,374",474,192,"201,407,004","307,083,881","77,252,278",yes
"1,114,535","95,631,295","1,094,689","4,165","26,331,392","6,837","7,055","23,867","1,515","51,448,014","8,144,647","51,566,211","8,106,133","9,906,009",304,"9,666","350,529,828","3,221","94,963,598",275,"26,306,406",482,194,"202,062,596","305,293,316","74,266,391",yes
"1,122,111","96,030,052","1,093,512","3,717","26,630,376","5,592","6,959","26,856","1,625","51,832,363","8,335,999","51,198,792","8,142,158","9,861,883",291,"8,891","350,756,731","3,174","95,687,606",282,"26,023,965",480,205,"201,075,545","305,199,541","76,833,234",yes
"1,065,140","91,893,580","1,076,303","4,223","26,870,338","5,798","7,419","26,505","1,707","45,855,151","8,241,593","51,311,613","7,315,240","9,844,095",540,"10,349","352,162,010","3,131","93,888,348",281,"25,840,955",485,153,"201,887,427","308,776,023","76,693,491",yes
"1,095,216","97,138,069","1,085,068","3,991","26,467,355","7,504","7,322","21,526","1,529","52,056,303","8,263,064","52,428,894","8,281,624","9,810,898",522,"7,567","351,302,825","3,212","95,122,674",272,"26,105,583",473,0,"200,988,089","312,377,102","77,270,228",yes
"1,101,471","95,320,121","1,081,777","4,708","26,703,373","7,190","8,435","24,885","1,526","52,127,612","8,255,946","51,621,444","8,192,670","9,840,333",866,"13,306","350,982,942","3,165","94,812,299",269,"26,113,379",481,0,"199,845,562","311,763,832","76,320,805",yes
"1,085,671","94,078,240","1,087,049","4,611","26,573,683","6,868","8,511","27,218","1,437","51,304,112","8,341,833","51,350,662","8,043,253","9,873,256",423,"12,033","354,284,514","3,146","94,783,764",282,"26,050,014",455,0,"197,704,033","309,127,693","75,248,010",yes
"1,101,981","95,665,706","1,086,720","4,240","26,574,712","6,515","7,227","24,799","1,603","52,170,984","8,160,354","51,219,259","8,134,256","9,888,892",388,"9,934","350,840,564","3,192","95,124,476",276,"26,045,697",484,0,"201,110,905","311,549,774","76,069,330",yes
"1,114,766","98,010,875","1,097,864","4,406","26,791,720","6,837","7,775","23,346","1,550","52,223,769","8,184,433","53,065,276","8,334,476","9,879,647",429,"9,267","347,703,275","3,185","96,109,301",280,"26,236,186",479,0,"200,329,219","313,723,886","76,305,230",yes
"1,141,040","100,028,416","1,097,089","4,369","26,909,953","7,060","8,247","23,352","1,521","53,489,124","8,235,613","53,977,187","8,393,797","9,788,610",220,"8,555","348,905,075","3,153","95,738,082",272,"26,099,995",476,0,"202,611,330","316,018,549","77,223,001",yes
"1,102,787","94,984,532","1,077,509","4,459","26,737,728","5,656","6,290","26,644","1,627","52,840,149","8,245,106","52,303,177","8,254,211","9,797,484",556,"10,521","349,752,129","3,223","95,571,402",272,"26,428,528",480,0,"201,853,637","313,181,038","75,967,226",yes
"1,116,749","97,526,704","1,076,334","4,274","26,750,836","5,934","6,686","25,788","1,517","53,525,200","8,239,135","53,155,835","8,480,757","9,858,837",416,"8,268","351,510,356","3,096","95,673,166",290,"26,354,611",485,0,"201,619,537","316,355,570","78,495,759",yes
"1,105,798","97,721,579","1,067,618","4,223","27,138,664","6,624","7,705","24,837","1,587","52,516,488","8,227,961","53,401,239","8,362,643","9,675,749","1,391","11,971","342,339,120","3,137","95,744,399",272,"26,080,307",476,0,"201,898,962","313,600,272","74,006,386",yes
"1,124,937","98,355,314","1,051,689","4,562","27,003,201","6,304","8,421","26,608","1,581","53,082,094","8,210,485","52,461,944","8,300,099","9,737,175",858,"10,955","341,356,247","3,170","95,215,164",264,"26,172,873",473,0,"202,268,752","314,025,574","75,652,416",yes
"1,125,614","98,324,151","1,082,966","4,289","26,685,947","6,219","7,198","27,164","1,574","54,103,694","8,213,414","53,115,873","8,486,831","9,797,909",828,"8,814","344,371,060","3,257","96,436,816",275,"26,479,180",479,0,"201,636,947","316,560,415","75,698,239",yes
"1,131,554","98,135,538","1,084,753","4,707","26,619,137","6,473","6,938","24,625","1,579","54,535,893","8,136,074","54,222,704","8,584,317","9,756,329","1,562","10,249","352,180,701","3,205","96,846,335",269,"26,506,366",482,0,"202,685,002","315,765,057","73,566,799",yes
"1,112,629","97,182,057","1,081,855","4,438","27,083,698","6,130","6,990","23,841","1,750","53,380,720","8,249,829","54,153,496","8,420,885","9,865,407",461,"9,982","347,887,702","3,250","97,073,874",279,"26,446,480",476,0,"202,600,441","316,047,293","76,193,964",yes
"1,128,272","96,618,108","1,090,227","4,375","26,920,816","6,808","8,139","27,397","1,563","52,837,547","8,155,578","53,889,896","8,382,063","9,782,180",608,"10,406","351,613,228","3,252","96,560,699",272,"26,423,839",471,0,"203,076,348","314,913,721","76,027,367",yes
"1,118,979","97,864,692","1,061,802","4,028","26,737,639","5,863","7,219","26,204","1,728","53,060,165","8,262,897","53,518,646","8,437,842","9,879,899",391,"9,454","350,201,598","3,731","93,154,282",278,"25,426,563",481,0,"201,854,468","317,024,042","78,226,583",yes
"1,104,810","97,693,102","1,094,250","4,514","25,972,704","6,437","7,401","27,331","2,032","52,571,802","8,036,022","53,352,440","8,358,878","9,820,211",405,"10,699","352,270,984","3,552","93,000,270",284,"25,472,082",477,0,"202,884,797","315,798,572","75,380,028",yes
"1,119,091","98,078,571","1,086,035","4,516","26,793,886","6,488","7,038","24,864","1,823","53,613,587","8,156,615","53,328,011","8,432,591","9,844,445",570,"8,807","353,211,883","3,657","93,523,182",283,"25,896,356",474,0,"201,067,953","315,144,476","76,970,712",yes
"1,106,621","97,724,720","1,102,906","4,229","27,026,101","6,283","6,604","21,530","1,677","53,335,263","8,261,799","53,349,618","8,453,628","9,884,913",407,"10,064","350,567,011","3,269","96,095,445",276,"26,448,063",485,0,"201,768,185","316,097,893","76,489,648",yes
"1,122,878","98,474,542","1,056,468","4,500","26,739,772","5,679","6,278","26,033","1,568","53,820,305","8,243,222","53,643,503","8,483,561","9,529,703","2,708","11,740","343,756,858","3,201","95,900,431",269,"26,098,759",480,0,"202,529,805","314,328,601","72,641,285",yes
"1,133,048","97,554,341","1,057,424","3,981","26,756,646","6,993","6,710","22,790","1,618","53,507,650","8,079,368","54,332,040","8,470,511","9,690,674","1,822","11,398","340,358,817","3,228","94,252,455",265,"25,595,916",474,0,"200,136,485","316,444,375","75,053,007",yes
"1,126,563","100,045,364","1,065,445","4,162","27,211,917","6,288","7,785","23,879","1,522","52,891,732","8,233,778","53,219,287","8,368,309","9,800,033","1,572","13,634","347,036,388","3,166","95,738,827",279,"26,277,264",497,0,"201,872,621","314,504,188","74,102,056",yes
"1,118,455","98,874,709","1,065,617","4,610","26,885,771","6,331","7,791","24,711","1,555","53,143,227","8,290,111","52,694,889","8,443,508","9,851,371","1,016","9,628","348,134,518","3,128","96,884,599",283,"26,331,754",481,0,"202,606,666","313,730,379","75,358,559",yes
"1,106,859","98,082,310","1,066,703","4,221","26,724,379","5,950","5,781","26,370","1,472","53,031,130","8,376,174","53,152,986","8,389,671","9,773,050","1,035","10,269","348,998,228","3,232","96,626,411",278,"26,383,254",476,0,"198,853,781","315,018,563","77,308,638",yes
"1,129,106","97,966,390","731,588","2,285","13,014,237","4,278","9,802","16,258","1,567","53,731,013","8,291,356","53,131,054","8,378,438","6,630,530",853,"7,302","236,422,558","3,096","95,930,701",289,"26,377,241",478,0,"200,597,602","314,133,655","49,336,272",yes
"982,419","93,768,675","1,429,151","3,057","32,982,751","56,729","11,778","354,772","12,877","64,779,112","153,406","64,003,304","3,143","4,861,734","55,508","12,228","156,854,886","5,735","114,003,071",916,"37,094,927","1,489",34,"241,960,949","154,909,873","91,652,134",yes
"1,493,956","130,215,058","1,466,404","3,971","35,654,105","3,447","12,747","409,228",862,"70,380,290","3,492","71,824,110","2,241","4,958,073",333,"16,081","174,360,596","1,267","126,274,976",82,"34,524,737",99,0,"272,485,929","157,221,657","91,205,425",yes
"1,494,899","131,574,244","998,648","2,308","36,205,937","3,417","12,549","415,367",768,"71,325,388","3,260","70,513,054","2,180","4,895,628","1,074","12,578","117,395,379","1,322","127,247,915",79,"35,198,461",74,0,"272,821,334","156,682,126","91,855,183",yes
"1,493,310","130,772,810","1,465,963","2,063","35,419,176","3,995","12,943","407,416",743,"71,196,014","3,345","70,554,126","2,467","4,910,725",211,"7,823","173,211,679","1,292","126,407,743",67,"34,861,492",71,0,"271,473,936","156,749,714","91,201,681",yes
"1,498,905","131,045,882","1,439,394","2,041","35,348,592","2,953","12,704","409,646",880,"71,719,670","3,547","71,213,405","2,608","4,931,066",411,"6,570","175,184,204","1,196","127,579,898",67,"35,128,534",76,0,"273,502,699","157,217,019","91,974,212",yes
"1,473,732","131,643,040","1,460,182","2,439","35,171,910","2,815","13,164","412,959",763,"70,770,306","3,471","71,214,268","2,295","4,874,147",614,"7,017","177,275,630","1,261","124,948,793",71,"34,445,682",60,0,"271,228,289","157,828,492","90,969,546",yes
"1,501,743","130,475,858","1,475,200","2,553","35,589,580","3,150","12,922","415,949",926,"71,190,982","3,423","72,139,722","2,230","4,940,132",646,"6,097","177,769,721","1,255","128,832,803",68,"34,657,577",80,0,"273,700,686","157,901,167","92,184,862",yes
"1,487,954","131,411,112","1,435,542","2,106","35,858,732","3,595","13,370","416,317",765,"71,654,609","3,331","70,288,394","2,211","4,832,825",577,"7,125","173,887,146","1,283","126,722,042",59,"34,517,835",67,0,"270,953,553","157,279,061","92,347,335",yes
"1,512,406","129,415,174","1,472,651","2,416","35,731,534","3,561","13,176","412,639",879,"71,620,197","3,382","71,548,305","2,460","4,929,118",197,"7,230","177,771,930","1,269","128,228,058",76,"34,364,727",71,0,"271,467,922","157,885,021","91,898,545",yes
"1,449,959","127,332,622","1,426,218","2,260","35,880,127","2,917","12,940","407,538",816,"71,667,154","3,550","71,805,021","2,427","4,887,539",669,"6,980","176,074,700","1,315","126,543,586",75,"34,454,158",91,0,"269,420,552","157,759,590","91,184,097",yes
"1,501,732","131,632,550","1,457,632","2,546","35,268,722","3,508","13,540","408,468",901,"71,404,442","3,350","72,058,521","2,215","4,970,029",301,"6,346","176,980,737","1,306","125,080,754",63,"34,192,812",72,0,"273,842,749","158,144,346","91,161,519",yes
"1,495,113","129,073,777","1,451,502","2,160","35,441,998","2,871","12,540","409,429",934,"71,324,274","3,347","72,068,491","2,644","4,937,706",241,"6,175","175,726,531","1,260","126,452,070",62,"34,905,580",67,0,"272,198,153","157,049,933","91,023,230",yes
"1,505,240","132,705,538","1,456,874","2,514","35,935,525","3,213","13,057","415,094",933,"71,482,855","3,437","70,749,465","2,058","4,954,474",389,"5,429","174,929,245","1,354","125,442,895",61,"33,777,682",70,0,"273,547,966","157,834,940","91,802,995",yes
"1,509,565","128,863,636","1,466,560","2,063","35,432,411","3,382","12,818","410,273",815,"70,117,629","3,431","71,225,747","2,350","4,934,795",164,"7,799","172,516,510","1,305","126,466,404",70,"35,004,288",76,0,"269,511,911","155,756,172","90,408,704",yes
"1,484,424","130,728,107","1,459,407","2,063","34,768,988","5,915","15,565","406,644",789,"72,031,412","3,427","70,264,427","2,481","4,950,052",106,"6,269","175,486,760","1,381","125,119,229",71,"33,617,046",82,0,"273,893,088","157,412,148","92,121,772",yes
"1,505,263","130,995,785","1,438,410","2,284","35,760,699","4,674","13,737","415,938",828,"70,534,553","3,428","71,603,187","2,391","4,928,154",815,"6,054","171,335,731","1,317","126,101,433",64,"34,941,726",76,0,"270,953,896","157,826,989","91,669,855",yes
"1,504,363","131,687,214","1,458,302","2,064","35,891,871","4,124","13,052","412,093",865,"71,859,571","3,479","72,023,671","2,121","4,907,007",736,"7,728","175,697,798","1,343","123,641,322",64,"34,318,291",73,0,"275,322,882","158,108,299","92,724,482",yes
"1,484,317","131,889,198","1,455,833","2,268","35,905,847","3,366","13,418","410,238",915,"70,923,878","3,485","70,669,006","2,240","4,976,188",100,"5,048","172,757,888","1,246","127,470,117",73,"34,420,483",75,0,"269,291,457","157,463,849","92,564,776",yes
"1,516,655","130,673,315","1,449,389","2,002","35,894,073","3,584","13,123","408,296",776,"72,283,407","3,473","71,085,629","2,464","4,942,022",261,"7,943","176,485,353","1,203","127,145,894",60,"34,833,039",73,0,"272,824,137","157,905,153","92,964,996",yes
"1,488,709","132,130,356","1,421,840","2,012","35,782,282","3,308","13,304","408,619",854,"71,582,506","3,380","70,373,666","2,527","4,841,272",696,"5,542","174,904,477","1,102","126,731,729",81,"34,523,753",80,0,"271,563,868","156,867,326","91,680,420",yes
"1,496,819","130,267,572","1,460,288","2,010","35,373,106","3,134","12,870","414,076",879,"71,674,805","3,327","72,895,317","2,306","4,949,052",379,"6,797","176,735,943","1,290","127,341,543",62,"34,793,416",65,0,"272,191,672","158,112,140","91,815,129",yes
"1,476,340","128,479,158","1,418,717","2,344","35,155,194","2,906","12,765","411,198",880,"71,668,875","3,434","71,335,985","2,405","4,895,335",672,"5,927","174,192,044","1,223","126,480,221",81,"34,505,014",87,0,"268,952,620","157,418,639","92,646,669",yes
"1,509,292","132,258,936","1,472,073","2,364","35,417,746","3,963","13,420","416,247",866,"70,920,557","3,264","71,144,275","2,218","4,951,988",402,"6,847","176,658,254","1,194","128,076,361",52,"34,854,103",57,0,"273,700,530","156,992,487","91,747,963",yes
"1,507,632","127,352,093","1,449,262","2,351","36,203,571","4,127","13,216","417,579",822,"70,695,460","3,390","72,159,500","2,373","4,866,339",283,"7,170","175,049,589","1,219","127,057,378",71,"34,431,293",87,0,"271,448,357","155,818,453","90,925,304",yes
"1,479,486","128,128,100","1,462,854","2,083","35,601,486","3,281","13,166","412,497",832,"71,482,170","3,210","71,461,219","2,365","4,956,627",175,"6,134","175,489,236","1,225","127,524,100",61,"34,769,603",65,0,"274,087,199","158,766,657","92,058,185",yes
"1,504,491","129,464,035","1,450,748","2,502","35,805,715","3,266","13,261","409,970",889,"70,238,306","3,472","70,641,873","2,366","4,916,901",316,"5,603","173,927,878","1,209","125,304,615",66,"34,543,208",76,0,"271,372,263","157,286,441","90,358,885",yes
"1,491,003","132,988,454","1,471,621","1,922","35,898,320","3,607","13,251","408,615",873,"70,717,510","3,252","71,597,166","2,016","4,865,184",685,"5,333","174,575,196","1,200","126,251,225",63,"34,414,253",111,0,"274,039,700","157,703,383","92,121,497",yes
"1,492,459","130,554,231","1,462,937","2,095","35,442,141","3,070","12,369","414,083",909,"70,853,457","3,404","69,708,886","2,342","4,921,971",100,"5,150","174,796,504","1,124","127,453,189",67,"34,884,943",120,0,"270,915,980","156,514,474","90,585,301",yes
"1,502,087","131,027,924","1,452,287","2,043","35,219,577","2,518","13,111","407,623",827,"72,075,865","3,546","70,860,751","2,293","4,907,659",305,"6,804","175,741,372","1,216","125,015,997",62,"34,408,249",146,0,"270,737,513","157,659,607","92,023,815",yes
"1,472,726","131,836,921","1,489,180","2,335","35,078,696","3,768","13,159","416,462","1,047","70,498,263","3,424","70,097,534","2,446","4,873,571",191,"6,334","178,135,414","1,321","125,740,317",67,"33,983,434",100,0,"271,935,799","156,187,581","90,898,695",yes
"1,502,127","131,291,636","1,430,211","2,236","35,030,840","4,693","13,143","412,103",857,"71,063,667","3,347","72,329,634","2,274","4,933,449",376,"7,125","174,169,715","1,333","126,271,975",57,"34,761,824",99,0,"273,365,597","157,586,045","90,816,145",yes
"1,474,715","131,712,675","1,478,640","2,171","36,116,352","2,793","12,520","417,589",887,"70,515,125","3,317","71,127,798","2,148","4,899,150",574,"5,068","177,470,646","1,294","124,663,025",65,"33,988,533",86,0,"268,850,602","156,174,699","91,204,476",yes
"1,518,167","131,251,068","1,468,680","2,323","35,893,430","4,128","13,013","417,106",897,"71,877,561","3,411","71,499,771","2,378","4,907,601",219,"4,759","176,564,310","1,235","128,134,837",61,"34,570,192",100,0,"271,727,730","157,063,613","90,716,215",yes
"1,495,472","130,711,115","1,428,505","2,319","36,152,337","3,382","12,695","415,270",854,"71,602,777","3,309","70,743,116","2,084","4,930,227",195,"7,987","172,390,324","1,276","125,343,440",89,"34,444,697",110,0,"270,662,903","156,666,581","92,268,609",yes
"1,512,635","130,722,010","1,441,364","2,056","35,301,572","5,534","16,390","399,894",794,"71,715,628","3,456","71,809,330","2,397","4,902,406",436,"6,347","172,310,644","1,302","128,578,121",56,"34,888,737",95,0,"274,596,932","158,206,676","90,794,440",yes
"1,488,619","128,503,416","1,427,666","2,197","35,686,583","3,287","13,042","413,882",826,"71,726,180","3,237","70,763,569","2,503","4,928,246",440,"5,423","174,921,424","1,226","126,608,804",66,"34,615,002",87,0,"271,504,278","156,283,926","90,828,094",yes
"1,490,513","131,139,859","1,413,585","3,439","35,457,353","3,423","12,719","406,915",838,"70,963,715","3,462","71,979,400","2,232","4,921,631",640,"6,260","171,380,766","1,326","128,404,312",56,"34,800,086",95,0,"273,944,984","158,417,336","90,708,167",yes
"1,495,940","129,169,233","1,445,567","2,377","35,674,399","3,443","13,494","415,306",841,"70,910,694","3,378","71,444,207","2,242","4,915,995",379,"6,589","173,846,575","1,236","127,385,732",73,"34,239,597",98,0,"271,352,772","156,844,324","91,767,687",yes
"1,470,867","130,537,725","1,446,580","2,053","35,150,119","3,095","13,424","416,649",816,"70,612,346","3,335","71,332,979","2,362","4,829,353",412,"7,159","175,267,867","1,369","128,460,077",60,"34,954,722",95,0,"273,588,063","157,557,231","90,732,507",yes
"1,466,085","127,753,189","1,457,499","1,826","35,717,428","4,593","13,291","414,604",719,"70,474,010","3,394","69,696,544","2,538","4,935,000",256,"6,571","175,002,756","1,253","127,167,652",72,"34,463,584",91,0,"272,119,421","157,531,743","91,450,898",yes
"1,488,001","130,569,784","1,412,045","1,904","36,150,189","3,366","13,173","414,793",895,"71,336,693","3,292","70,979,382","2,426","4,927,528",380,"6,389","170,715,817","1,228","128,145,389",62,"34,968,927",90,0,"274,320,516","156,498,672","91,966,946",yes
"1,023,577","88,742,075","1,088,931","1,826","25,806,334","3,201","9,585","296,120",887,"48,755,233","3,596","48,665,222","4,706","3,684,639",421,"4,660","128,440,340","1,298","127,372,904",108,"34,468,635",271,0,"223,988,724","108,746,821","67,880,849",yes
"105,803","1,380,745","15,223","23,554","608,842","141,011","50,530","7,507","13,168","1,001,354","64,936","1,002,538","67,302","623,659","42,975","259,004","12,856,031","15,328","804,899",630,"650,839","2,741","5,375","739,567","15,659,040","9,497,405",yes
"83,466","1,337,712","3,617","7,055","384,591","99,079","33,646","5,127","7,744","936,820","36,761","936,820","45,109","325,559","15,330","166,312","6,287,422","7,768","410,420","1,941","380,177","10,132","2,807","7,410,479","14,744,000","5,043,356",yes
"38,379","389,940","2,484","5,077","988,369","206,889","59,833","11,688","12,636","307,954","70,752","307,954","26,686","266,816","7,481","133,560","4,727,938","15,363","2,016,755",945,"1,196,255","4,056",996,"1,087,793","7,486,560","3,734,175",yes
"128,653","2,096,648","16,787","26,438","614,106","141,775","49,863","7,529","9,106","1,590,263","44,508","1,590,263","60,862","837,618","39,099","304,409","14,458,185","9,662","424,916",740,"400,188","3,285","5,871","919,638","20,565,152","10,374,838",yes
"445,958","8,202,649","3,106","5,617","267,066","79,318","24,189","4,082","6,388","7,088,030","35,616","7,088,030","278,266","270,514","10,157","143,940","5,232,836","7,648","339,258","1,909","324,584","10,005","23,609","7,102,770","67,404,992","4,155,243",yes
"59,602","550,517","2,502","4,075","1,024,024","201,634","63,058","10,777","13,801","438,372","71,228","438,372","34,722","276,680","7,093","145,212","4,833,887","15,875","2,113,700",586,"1,240,456","2,351","2,989","784,609","9,477,408","3,828,966",yes
"97,869","1,798,842","15,449","23,886","572,475","118,397","43,068","7,223","7,181","1,433,795","35,863","1,433,795","54,333","708,470","31,815","252,800","12,355,897","7,315","339,012",859,"337,517","4,077","5,253","1,122,710","18,056,768","8,617,701",yes
