L1-dcache-load-misses,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-store-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-prefetches,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,instructions,ref-cycles,stalled-cycles-frontend,class
"446,656","6,691,551","41,654","82,987","20,441","1,307","10,954","4,447",816,"4,924,014","47,281","4,926,549","245,745","584,379","60,289","165,725","19,868,933","20,179","1,322,375","1,893","523,050","6,598","16,112","13,164,766","29,516,320","13,578,868",no
"142,896","1,825,957","9,406","18,376","523,041","13,839","68,349","32,662","1,353","1,422,045","25,997","1,423,895","82,020","169,695","23,774","44,488","5,769,672","9,798","916,475",398,"395,978","1,032","4,479","711,572","12,992,480","4,680,599",no
"1,529,462","26,650,154","628,307","382,477","21,374,084","51,676","141,631","279,706","218,096","67,379,159","5,214,340","67,379,159","5,225,189","6,542,407","245,624","385,975","217,302,464","61,080","26,643,403","25,228","21,362,787","3,946",30,"172,328,819","213,635,840","108,864,501",no
"1,553,965","26,647,751","629,213","381,753","21,361,119","46,416","143,697","281,785","215,614","67,382,074","5,215,136","67,382,074","5,215,830","6,433,103","246,296","389,440","217,638,782","56,952","26,631,910","25,590","21,355,509","4,028",35,"172,277,526","214,650,400","109,284,654",no
"1,545,419","26,637,643","629,432","385,216","21,362,171","45,396","139,152","273,871","216,336","67,372,270","5,223,479","67,372,270","5,213,673","6,348,984","245,187","389,680","217,258,984","65,534","26,660,872","25,391","21,375,415","4,065",38,"172,374,660","212,141,792","108,777,938",no
"1,543,249","26,642,120","630,641","379,386","21,365,842","53,421","143,636","277,873","216,235","67,375,416","5,211,282","67,375,416","5,218,173","6,560,331","242,513","379,042","217,107,976","67,953","26,653,107","25,488","21,370,155","3,965",75,"172,268,389","212,832,288","108,703,167",no
"1,542,761","26,637,017","643,469","371,208","21,377,354","44,291","145,201","280,625","216,242","67,372,886","5,207,759","67,372,886","5,217,058","6,847,494","285,030","430,422","225,296,764","72,781","26,642,605","25,139","21,363,475","4,003",85,"172,307,207","212,531,328","116,685,525",no
"1,542,000","26,638,397","631,374","383,425","21,366,464","51,758","143,940","276,257","215,472","67,373,213","5,212,248","67,373,213","5,226,671","6,495,537","247,081","399,791","217,553,625","57,499","26,643,945","25,116","21,364,352","4,041",67,"172,285,061","206,801,248","109,064,085",no
"1,549,999","26,642,303","627,831","385,966","21,382,034","56,271","149,762","279,083","217,051","67,377,780","5,212,900","67,377,780","5,214,278","6,665,298","246,570","384,513","216,887,916","59,925","26,666,381","25,241","21,378,515","3,923",82,"172,245,367","212,377,664","108,429,685",no
"1,536,266","26,650,159","630,968","381,299","21,363,957","45,816","137,453","271,188","219,638","67,382,911","5,217,301","67,382,911","5,214,934","6,334,892","242,616","392,628","216,972,984","63,679","26,651,411","25,418","21,366,672","4,055",37,"172,347,038","205,469,664","108,507,230",no
"1,567,337","26,696,291","635,117","385,309","21,362,433","50,101","146,009","275,533","216,734","67,415,002","5,220,198","67,415,002","5,221,572","6,173,724","246,712","385,941","218,046,184","61,455","26,678,254","26,368","21,386,233","4,018",71,"172,301,962","209,841,024","109,588,715",no
"1,548,477","26,685,514","629,824","383,156","21,358,064","46,238","137,217","270,843","216,727","67,406,452","5,222,534","67,406,452","5,216,342","6,599,359","232,862","381,507","216,535,850","59,021","26,668,893","25,621","21,377,897","3,917",78,"172,282,570","213,100,800","108,065,526",no
"1,540,746","26,678,634","630,237","380,788","21,388,545","58,354","149,086","277,544","216,595","67,401,672","5,210,701","67,401,672","5,212,357","6,655,355","243,399","384,558","217,136,251","65,016","26,660,351","25,493","21,374,717","3,938",36,"172,260,849","212,485,088","108,651,218",no
"1,544,940","26,658,041","642,338","374,012","21,409,431","64,652","165,213","285,872","217,380","67,389,382","5,224,997","67,389,382","5,223,822","6,720,324","293,750","467,339","228,667,803","60,693","26,689,243","25,137","21,394,765","3,937",36,"172,312,730","202,188,000","120,074,806",no
"1,535,121","26,645,756","635,653","384,495","21,364,467","48,641","142,956","280,282","217,264","67,377,896","5,211,402","67,377,896","5,222,115","6,530,923","252,173","400,365","218,033,605","60,897","26,641,343","24,933","21,359,918","4,238",63,"172,412,519","212,482,880","109,525,497",no
"1,550,634","26,642,182","630,364","382,925","21,377,986","62,342","153,465","279,791","217,773","67,376,004","5,221,120","67,376,004","5,219,536","6,510,802","242,896","394,566","217,098,271","58,767","26,659,585","25,580","21,373,221","3,928",55,"172,289,446","209,106,016","108,634,362",no
"1,541,913","26,642,973","632,351","382,081","21,376,740","57,393","157,012","287,751","218,721","67,376,824","5,225,159","67,376,824","5,220,153","6,440,298","244,177","396,987","217,433,764","67,134","26,671,292","25,338","21,378,719","4,068",31,"172,431,070","206,837,984","109,013,539",no
"1,539,177","26,648,194","629,220","377,037","21,384,759","55,265","142,327","275,445","216,885","67,380,401","5,220,892","67,380,401","5,216,605","6,731,741","253,376","382,745","217,814,199","58,660","26,646,036","25,557","21,364,474","4,242",50,"172,435,749","212,904,576","109,359,092",no
"1,535,056","26,657,602","624,757","383,253","21,376,726","61,213","144,419","273,830","217,056","67,386,847","5,218,665","67,386,847","5,216,944","6,544,479","236,536","385,034","217,693,095","67,455","26,632,653","25,376","21,354,990","4,207",45,"172,417,311","209,799,648","109,160,991",no
"1,549,855","26,654,222","632,013","379,618","21,361,593","46,615","148,268","279,363","217,817","67,384,325","5,218,764","67,384,325","5,216,513","6,628,459","243,271","385,675","216,362,455","54,453","26,649,593","25,591","21,367,036","3,965",54,"172,289,235","217,237,120","107,954,245",no
"1,573,394","26,676,579","646,831","374,091","21,367,025","52,923","178,335","266,811","220,527","67,408,010","5,227,491","67,408,010","5,220,950","6,873,307","307,840","486,151","233,702,817","69,312","26,690,135","25,499","21,391,237","4,265",83,"172,500,308","220,290,112","124,723,673",no
"1,554,469","26,671,308","636,141","378,135","21,377,253","58,514","147,113","277,123","216,370","67,397,543","5,217,205","67,397,543","5,218,290","6,613,765","255,833","400,314","220,787,227","56,308","26,641,533","24,896","21,363,416","4,188",79,"172,442,492","212,530,912","112,264,689",no
"1,550,806","26,677,169","634,466","380,692","21,366,537","54,678","148,200","283,132","216,469","67,400,413","5,195,146","67,400,413","5,223,770","6,617,419","256,347","411,818","219,113,512","63,009","26,642,712","25,000","21,362,185","4,132",38,"172,411,993","210,567,456","110,527,829",no
"1,545,888","26,643,104","632,483","382,013","21,368,219","50,690","153,496","289,912","217,019","67,375,932","5,210,568","67,375,932","5,215,259","6,547,730","244,897","399,202","217,383,403","63,197","26,668,568","25,756","21,376,408","3,909",30,"172,220,751","212,109,856","108,894,688",no
"1,543,594","26,641,605","640,571","372,084","21,371,272","56,757","163,005","288,591","221,051","67,375,119","5,221,531","67,375,119","5,216,875","6,970,137","284,897","431,866","233,248,247","67,954","26,653,992","24,984","21,368,464","4,041",62,"172,285,695","209,501,120","124,716,815",no
"1,545,138","26,646,143","636,123","375,583","21,368,570","46,982","140,854","278,509","216,979","67,379,444","5,218,701","67,379,444","5,222,973","6,728,506","263,145","388,168","221,263,642","73,163","26,709,781","24,548","21,410,057","3,904",65,"172,325,268","208,039,008","112,755,156",no
"1,544,188","26,656,782","628,834","382,173","21,374,991","47,749","144,749","283,041","218,527","67,388,660","5,212,597","67,388,660","5,217,953","6,623,024","251,237","386,076","218,206,372","54,310","26,652,843","25,126","21,368,702","4,229",38,"172,423,553","214,575,168","109,778,846",no
"1,582,642","26,686,808","642,090","382,754","21,366,503","56,382","155,717","280,436","217,600","67,416,024","5,218,443","67,416,024","5,228,089","6,555,527","269,127","433,013","221,510,571","64,810","26,642,714","25,342","21,363,307","4,129",62,"172,381,541","218,872,000","112,773,164",no
"1,546,403","26,640,443","628,746","379,423","21,374,570","52,571","148,772","279,947","220,657","67,374,199","5,218,622","67,374,199","5,213,605","6,507,738","243,873","397,989","216,928,891","60,227","26,850,615","25,156","21,485,874","3,913",79,"172,282,744","212,840,704","108,449,034",no
"1,539,924","26,651,807","634,011","380,567","21,374,506","55,600","143,727","278,661","215,977","67,382,776","5,203,231","67,382,776","5,195,879","6,672,270","251,002","399,641","217,994,434","69,799","26,655,376","24,774","21,371,738","4,144",59,"172,416,328","211,848,672","109,544,911",no
"1,554,982","26,653,647","643,509","373,662","21,382,712","56,532","151,775","277,702","216,162","67,385,675","5,213,753","67,385,675","5,218,522","6,519,923","289,472","440,718","225,782,669","62,544","26,639,201","25,416","21,359,969","4,165",33,"172,368,815","219,079,424","117,096,208",no
"1,534,382","26,645,609","629,182","380,192","21,393,282","63,424","138,915","280,327","215,426","67,379,075","5,216,076","67,379,075","5,213,936","6,652,102","239,012","374,431","216,583,736","64,746","26,665,338","24,878","21,380,783","4,030",70,"172,278,414","213,366,368","108,214,183",no
"1,542,971","26,649,572","628,873","380,018","21,369,018","46,827","137,619","282,594","217,558","67,380,755","5,209,129","67,380,755","5,207,880","6,141,076","246,045","373,221","217,636,977","58,132","26,704,958","24,641","21,409,833","3,910",69,"172,323,602","212,473,120","109,234,223",no
"1,529,637","26,645,788","636,187","379,085","21,402,501","63,980","165,890","290,801","215,867","67,377,104","5,219,148","67,377,104","5,201,566","6,705,692","251,201","393,770","218,640,559","54,001","26,679,897","25,004","21,387,073","3,950",43,"172,283,065","213,682,240","110,111,468",no
"1,535,944","26,692,746","629,043","381,841","21,361,767","44,767","131,701","278,061","215,360","67,410,074","5,220,872","67,410,074","5,217,249","6,576,426","240,709","373,565","216,605,993","63,413","26,646,182","24,948","21,367,532","4,001",33,"172,344,838","211,522,048","108,128,696",no
"1,536,806","26,651,155","628,145","381,750","21,372,062","58,518","164,186","286,481","217,848","67,380,973","5,212,509","67,380,973","5,208,475","6,656,615","249,815","398,175","217,862,187","61,573","26,653,526","24,852","21,370,221","3,980",45,"172,272,019","210,197,920","109,379,922",no
"1,532,169","26,646,243","636,812","370,664","21,365,801","45,838","156,581","276,405","219,878","67,380,982","5,219,306","67,380,982","5,222,242","6,732,757","267,699","401,077","221,635,894","53,995","26,658,802","24,848","21,374,104","4,100",45,"172,448,034","209,380,256","112,878,382",no
"1,547,700","26,685,767","626,961","381,877","21,382,059","54,573","145,429","279,445","215,553","67,405,018","5,214,899","67,405,018","5,211,980","6,567,268","239,176","374,380","216,240,646","53,655","26,644,746","25,198","21,365,153","4,123",32,"172,380,796","206,847,616","107,926,468",no
"1,527,222","26,641,380","627,494","381,122","21,370,437","45,006","137,199","279,522","214,997","67,375,256","5,220,563","67,375,256","5,218,827","6,527,729","243,190","390,646","216,676,371","57,010","26,643,082","25,179","21,364,549","3,937",44,"172,302,478","212,153,632","108,213,959",no
"1,535,867","26,649,369","630,845","380,220","21,369,712","47,643","131,849","271,664","215,071","67,380,638","5,214,434","67,380,638","5,217,332","6,368,485","239,907","371,838","216,500,356","60,128","26,640,788","25,041","21,362,948","4,247",66,"172,419,162","212,410,176","108,112,258",no
"1,535,614","26,648,361","637,799","369,363","21,368,262","45,050","139,681","279,163","216,686","67,380,034","5,209,998","67,380,034","5,211,017","6,500,182","273,104","399,507","224,024,867","54,721","26,682,024","25,741","21,391,868","4,147",28,"172,376,276","211,321,632","115,444,864",no
"1,539,799","26,643,224","630,753","384,002","21,368,027","46,227","132,529","274,942","215,641","67,376,803","5,220,833","67,376,803","5,220,582","7,226,113","239,823","380,882","216,514,184","62,809","26,647,793","25,228","21,367,172","4,100",54,"172,338,607","212,524,320","108,012,875",no
"1,531,083","26,645,046","629,913","382,550","21,372,923","55,382","140,791","281,750","215,364","67,378,225","5,223,793","67,378,225","5,219,972","6,482,510","246,497","395,950","217,635,309","58,439","26,655,410","25,214","21,372,977","4,032",46,"172,331,203","211,245,664","109,113,982",no
"1,553,358","26,644,588","628,727","383,945","21,368,010","49,069","140,496","276,648","218,353","67,379,165","5,205,903","67,379,165","5,212,715","6,536,196","240,558","381,040","216,409,761","62,516","26,683,641","24,840","21,387,372","4,008",42,"172,320,234","206,194,112","107,947,974",no
"1,549,643","26,676,941","629,584","381,892","21,374,360","53,277","143,238","280,949","215,104","67,402,421","5,213,301","67,402,421","5,220,446","6,771,758","250,468","404,711","218,484,523","56,206","26,639,774","26,215","21,362,707","3,939",51,"172,270,503","196,822,240","109,899,229",no
"1,552,615","26,648,581","628,179","379,943","21,380,297","52,122","138,340","279,048","214,765","67,380,992","5,214,287","67,380,992","5,217,976","6,529,171","242,645","394,310","216,829,702","59,108","26,635,369","24,785","21,358,823","4,166",72,"172,429,847","214,313,248","108,425,401",no
"1,549,104","26,633,769","628,398","379,520","21,397,994","57,501","150,062","282,523","216,647","67,370,570","5,212,264","67,370,570","5,204,495","6,665,336","249,140","384,321","217,644,991","65,262","26,649,975","26,129","21,366,469","4,521",82,"172,789,346","207,428,960","109,220,965",no
"1,568,235","26,656,823","636,623","378,349","21,369,795","56,058","140,753","276,265","216,023","67,388,369","5,210,573","67,388,369","5,219,823","6,507,949","260,193","403,149","219,933,256","71,226","26,632,820","24,721","21,357,681","3,959",81,"172,296,086","215,691,264","111,464,685",no
"1,550,522","26,681,746","633,681","379,811","21,391,652","57,384","149,019","277,460","216,763","67,403,350","5,215,622","67,403,350","5,217,724","6,541,086","251,155","403,678","218,632,216","60,275","26,686,886","24,697","21,394,795","3,926",75,"172,252,948","215,705,504","110,182,734",no
"1,539,811","26,648,325","630,131","380,705","21,371,536","51,001","137,903","274,810","216,261","67,378,758","5,211,686","67,378,758","5,217,846","6,063,473","243,336","389,787","216,908,579","59,565","26,650,920","25,240","21,367,637","4,015",54,"172,323,864","212,462,944","108,448,460",no
"1,535,644","26,653,452","636,660","367,582","21,369,453","51,523","150,595","286,773","217,954","67,383,764","5,214,560","67,383,764","5,212,311","6,475,562","268,592","399,643","222,218,881","62,958","26,685,649","25,237","21,393,374","4,137",65,"172,430,993","211,860,160","113,730,999",no
"1,538,766","26,660,365","638,971","369,092","21,372,239","50,735","135,109","278,957","216,585","67,389,892","5,217,294","67,389,892","5,218,218","6,538,143","279,283","408,400","226,335,540","57,545","26,686,038","24,648","21,395,436","4,108",48,"172,300,841","196,494,496","117,672,952",no
"1,542,498","26,684,850","630,559","381,951","21,393,129","55,358","131,199","278,380","216,071","67,407,422","5,227,853","67,407,422","5,224,645","6,458,840","238,755","381,319","217,272,712","54,502","26,692,443","25,732","21,400,543","3,918",67,"172,327,275","209,791,040","108,766,276",no
"1,536,087","26,701,221","633,280","377,156","21,365,125","44,849","137,798","280,572","217,108","67,416,729","5,208,173","67,416,729","5,222,667","6,550,691","246,706","384,279","217,656,138","60,410","26,652,537","25,898","21,372,550","4,253",90,"172,438,480","212,129,984","109,199,412",no
"1,543,622","26,690,573","631,839","381,794","21,365,488","53,990","138,064","275,358","217,321","67,409,138","5,211,184","67,409,138","5,225,610","6,541,902","249,178","384,982","217,759,884","62,990","26,689,474","24,828","21,396,446","4,217",57,"172,479,203","202,516,544","109,235,228",no
"1,541,923","26,653,049","629,863","381,669","21,373,516","44,690","126,786","278,572","214,856","67,385,061","5,210,724","67,385,061","5,221,688","6,538,245","237,169","366,315","216,040,690","60,638","26,648,774","24,077","21,368,945","3,922",44,"172,314,752","207,297,120","107,600,980",no
"1,524,425","26,660,461","629,248","381,768","21,379,831","57,795","132,729","272,150","214,734","67,389,188","5,211,725","67,389,188","5,219,295","6,562,921","238,458","378,262","216,846,976","61,991","26,656,200","24,349","21,373,669","3,911",64,"172,322,266","211,353,856","108,362,179",no
"1,545,890","26,656,823","631,491","382,138","21,371,252","46,323","132,927","275,591","214,397","67,386,832","5,219,234","67,386,832","5,223,049","6,249,613","255,809","403,933","220,480,776","68,245","26,639,411","24,910","21,360,818","4,010",58,"172,310,212","220,597,888","111,908,871",no
"1,537,708","26,658,736","630,818","381,715","21,383,568","51,823","127,657","277,568","215,801","67,387,025","5,225,533","67,387,025","5,216,462","6,700,116","242,737","376,867","217,050,576","65,263","26,680,442","24,587","21,392,274","3,991",62,"172,330,072","215,604,576","108,581,424",no
"1,526,014","26,648,290","627,872","386,237","21,384,953","54,253","129,264","274,804","214,646","67,380,571","5,223,643","67,380,571","5,217,128","6,626,878","236,048","379,643","216,424,490","59,353","26,656,724","24,805","21,374,148","4,178",84,"172,389,192","208,788,352","107,796,850",no
"1,527,410","26,655,951","635,337","371,675","21,405,259","57,729","149,807","281,616","214,926","67,386,189","5,214,668","67,386,189","5,212,954","6,866,783","266,984","403,728","224,059,311","58,695","26,644,591","24,827","21,365,319","4,012",72,"172,335,048","213,693,088","115,433,897",no
"1,522,930","26,651,238","629,972","378,844","21,397,634","58,947","140,333","276,151","214,732","67,381,601","5,218,596","67,381,601","5,215,629","7,073,078","252,878","395,214","218,019,205","58,614","26,670,848","24,845","21,382,183","4,189",41,"172,462,106","213,982,816","109,508,624",no
"1,542,307","26,668,612","630,548","382,051","21,368,890","44,658","126,269","276,782","214,799","67,395,124","5,225,473","67,395,124","5,213,655","6,566,463","237,965","381,628","216,830,558","52,038","26,653,988","24,816","21,372,766","4,048",48,"172,370,298","213,117,600","108,351,841",no
"1,524,241","26,654,536","628,874","378,102","21,372,747","49,959","150,623","279,214","221,693","67,384,717","5,218,456","67,384,717","5,210,617","6,586,301","244,256","376,401","217,229,392","59,344","26,690,056","24,648","21,394,486","4,006",74,"172,400,131","209,994,112","108,812,835",no
"1,545,858","26,672,940","636,964","380,680","21,363,726","45,104","136,093","276,517","216,824","67,393,923","5,218,461","67,393,923","5,214,709","6,304,686","256,447","399,267","219,712,056","58,258","26,682,090","25,189","21,387,948","3,943",55,"172,301,835","207,610,784","111,160,622",no
"1,533,449","26,641,845","630,526","379,204","21,369,368","47,309","133,128","278,093","216,679","67,375,402","5,224,635","67,375,402","5,216,297","6,622,173","252,067","380,588","217,763,951","69,179","26,691,479","24,590","21,396,506","4,169",51,"172,477,279","217,655,744","109,332,120",no
"1,533,165","26,650,569","627,423","381,880","21,368,939","46,499","132,791","275,976","215,569","67,381,254","5,218,377","67,381,254","5,221,604","6,524,384","241,023","387,658","216,920,723","68,622","26,672,847","24,755","21,384,640","4,111",71,"172,298,456","214,238,912","108,479,003",no
"1,559,891","26,694,912","639,873","369,904","21,403,427","61,855","152,688","283,286","215,505","67,413,655","5,215,739","67,413,655","5,208,030","6,491,398","272,786","409,120","223,648,977","64,185","26,640,974","24,871","21,361,781","3,909",57,"172,285,857","211,528,704","115,037,306",no
"1,555,445","26,675,924","631,353","382,595","21,381,097","60,422","140,863","275,597","215,214","67,401,017","5,205,128","67,401,017","5,216,411","6,676,340","244,551","387,448","217,805,829","60,729","26,647,765","24,642","21,367,947","4,122",40,"172,414,448","214,218,400","109,360,829",no
"1,536,091","26,689,285","628,138","380,201","21,387,840","46,290","130,825","281,289","216,922","67,410,707","5,215,285","67,410,707","5,209,697","6,516,901","238,984","382,577","216,668,678","59,341","26,681,345","25,091","21,387,812","4,146",71,"172,451,268","209,732,928","108,220,809",no
"1,534,369","26,648,389","633,825","378,075","21,376,964","56,458","155,033","293,440","220,721","67,379,307","5,221,389","67,379,307","5,209,661","6,576,530","256,087","384,795","219,244,377","56,425","26,731,002","24,889","21,417,915","4,063",28,"172,351,528","212,812,864","110,836,078",no
"1,554,650","26,653,084","633,363","382,239","21,365,825","48,354","141,589","277,654","215,481","67,382,320","5,216,073","67,382,320","5,219,414","6,734,632","253,180","405,301","219,230,935","60,013","26,643,113","24,746","21,362,748","4,039",68,"172,314,850","197,879,680","110,645,466",no
"1,563,342","26,648,739","634,960","379,668","21,339,852","48,119","163,335","275,399","218,162","67,378,937","5,209,347","67,378,937","5,196,433","6,633,846","264,104","406,691","219,572,632","60,339","26,634,795","28,615","21,347,273","3,910",50,"172,102,729","209,803,776","111,221,690",no
"1,552,854","26,620,368","632,498","378,287","21,349,350","52,810","169,353","277,921","218,882","67,357,739","5,220,774","67,357,739","5,211,487","6,695,112","260,174","408,442","218,424,003","60,186","26,620,798","28,253","21,338,049","4,236",46,"172,243,806","210,276,096","110,084,014",no
"1,600,255","26,676,244","632,857","378,788","21,333,016","44,794","158,140","268,741","218,903","67,409,922","5,219,450","67,409,922","5,221,561","6,344,226","270,996","413,667","222,632,351","67,102","26,629,288","28,655","21,344,202","3,949",57,"172,097,095","225,423,008","114,308,840",no
"1,577,857","26,646,591","632,053","382,238","21,358,794","54,955","170,422","277,827","217,826","67,377,917","5,220,181","67,377,917","5,222,718","6,516,886","257,878","425,159","218,425,919","68,672","26,615,415","28,676","21,333,240","3,942",93,"172,095,694","214,287,776","110,078,828",no
"1,568,796","26,622,054","632,749","379,835","21,339,226","46,877","161,778","276,749","220,126","67,359,201","5,218,431","67,359,201","5,212,758","6,525,171","256,193","408,648","218,114,407","70,284","26,633,356","28,572","21,346,618","4,052",66,"172,383,311","213,670,944","109,799,708",no
"1,575,046","26,645,754","646,732","374,271","21,412,752","77,677","194,286","277,950","217,660","67,378,116","5,218,758","67,378,116","5,198,050","6,782,280","313,307","492,605","231,822,009","75,740","26,618,364","27,988","21,335,980","4,357",20,"172,204,078","217,952,320","123,075,588",no
"1,565,663","26,616,074","632,246","378,823","21,350,730","50,965","162,012","274,094","218,585","67,356,541","5,203,092","67,356,541","5,212,263","6,588,125","255,772","408,449","218,016,376","60,513","26,613,487","28,593","21,333,573","3,923",71,"172,112,548","214,893,760","109,704,083",no
"1,570,882","26,619,579","635,867","383,190","21,336,548","44,748","160,726","278,291","218,070","67,357,176","5,216,635","67,357,176","5,216,516","6,526,730","258,969","419,001","218,720,027","74,216","26,623,222","28,671","21,340,421","3,998",41,"172,148,025","213,549,024","110,407,732",no
"1,549,332","26,621,085","631,675","382,267","21,341,775","47,782","172,900","278,491","221,091","67,357,971","5,212,245","67,357,971","5,219,940","6,452,552","254,909","407,106","218,113,840","76,404","26,621,575","28,965","21,339,383","3,938",44,"172,104,484","210,699,200","109,734,332",no
"1,572,609","26,675,239","632,061","383,239","21,335,610","46,542","164,029","276,978","218,552","67,395,661","5,210,113","67,395,661","5,220,163","6,499,187","255,729","420,566","218,142,348","75,915","26,620,804","28,386","21,338,781","4,016",80,"172,152,030","202,581,760","109,866,808",no
"1,570,478","26,654,545","631,219","381,889","21,339,445","48,692","163,316","275,362","217,933","67,380,397","5,205,218","67,380,397","5,201,416","6,515,320","262,010","412,307","218,853,561","71,811","26,616,539","29,041","21,335,828","4,112",35,"172,186,006","197,806,752","110,473,539",no
"1,564,802","26,617,293","629,920","377,963","21,343,811","56,440","168,531","278,489","217,196","67,356,391","5,215,161","67,356,391","5,214,617","6,707,499","259,030","413,402","218,375,822","74,723","26,621,242","29,244","21,338,187","4,041",85,"172,168,378","213,556,896","109,950,604",no
"1,576,837","26,622,607","633,429","373,764","21,335,896","51,525","164,943","274,959","218,678","67,361,539","5,215,975","67,361,539","5,195,445","6,338,566","276,580","438,490","222,404,456","76,824","26,628,763","28,310","21,343,943","3,909",42,"172,090,154","224,268,864","113,871,545",no
"1,568,459","26,639,355","631,749","379,627","21,338,682","46,570","158,993","275,052","218,694","67,374,031","5,215,788","67,374,031","5,216,485","6,574,219","255,533","416,690","217,960,417","64,418","26,629,934","28,355","21,344,568","4,066",91,"172,200,793","208,171,168","109,636,325",no
"1,547,851","26,609,621","633,638","383,670","21,342,677","53,683","171,255","281,091","218,445","67,352,297","5,201,734","67,352,297","5,217,159","6,613,041","257,074","423,187","218,005,695","59,218","26,622,347","28,836","21,339,719","4,054",28,"172,193,625","213,234,592","109,578,732",no
"1,561,772","26,620,182","634,965","374,783","21,354,290","47,638","179,322","284,988","217,986","67,358,879","5,223,218","67,358,879","5,214,941","6,692,221","266,209","420,629","219,671,212","67,720","26,626,351","28,802","21,342,391","3,918",66,"172,116,205","215,221,440","111,260,337",no
"1,562,502","26,626,056","632,661","381,812","21,339,749","46,027","162,778","278,532","218,175","67,364,344","5,219,605","67,364,344","5,193,049","6,634,780","257,465","425,722","218,660,081","70,275","26,624,765","29,224","21,339,756","4,166",83,"172,258,826","213,846,080","110,246,965",no
"1,575,055","26,618,187","629,934","379,347","21,357,326","53,072","166,798","274,903","218,868","67,357,167","5,207,507","67,357,167","5,219,531","6,583,151","260,775","425,762","218,738,181","68,094","26,624,203","28,646","21,339,808","4,071",48,"172,118,053","214,193,504","110,369,133",no
"1,569,545","26,633,332","635,231","382,254","21,344,260","49,348","165,612","277,793","221,822","67,367,287","5,225,261","67,367,287","5,218,322","6,688,577","259,689","423,730","218,495,494","66,519","26,637,842","28,213","21,348,860","4,009",79,"172,271,687","211,458,464","110,186,514",no
"1,593,786","26,691,916","632,628","379,055","21,350,662","51,543","166,719","276,381","218,058","67,410,324","5,223,947","67,410,324","5,219,011","6,593,064","261,199","411,667","218,687,754","68,633","26,613,311","29,410","21,333,206","4,112",59,"172,209,930","211,494,208","110,318,648",no
"1,580,330","26,615,782","635,988","382,881","21,335,457","45,808","162,358","276,846","217,742","67,355,036","5,211,771","67,355,036","5,210,037","6,238,411","269,482","417,538","220,828,324","65,571","26,611,835","28,735","21,332,233","4,026",80,"172,213,325","208,473,600","112,341,192",no
"1,581,921","26,629,176","629,520","382,359","21,338,394","46,725","161,742","273,470","218,399","67,366,051","5,206,907","67,366,051","5,216,580","6,621,672","259,938","421,113","218,372,253","59,437","26,622,596","28,529","21,340,446","3,946",42,"172,110,114","214,954,400","109,999,151",no
"1,571,036","26,639,081","642,291","369,852","21,346,612","46,065","163,292","276,405","218,633","67,372,154","5,219,428","67,372,154","5,212,294","6,557,023","292,856","434,480","226,233,610","67,256","26,623,542","28,514","21,341,011","4,041",30,"172,305,706","213,715,648","117,788,167",no
"1,577,476","26,632,159","634,620","383,434","21,334,324","45,635","155,942","271,331","218,067","67,367,323","5,206,394","67,367,323","5,215,768","6,391,989","260,520","421,721","219,297,973","68,045","26,616,330","29,623","21,335,149","3,928",82,"172,115,434","210,314,272","110,923,677",no
"1,560,574","26,620,535","635,064","381,931","21,336,584","46,193","157,764","273,548","218,532","67,358,310","5,215,850","67,358,310","5,220,024","6,605,426","255,426","405,965","218,279,284","70,158","26,644,773","28,039","21,354,660","3,945",75,"172,109,262","216,108,800","109,972,383",no
"1,569,191","26,619,767","633,836","380,404","21,350,119","48,019","169,033","281,758","220,085","67,358,926","5,218,306","67,358,926","5,216,196","6,605,763","257,549","408,347","218,424,088","59,280","26,653,511","29,414","21,359,151","4,000",78,"172,166,613","211,638,336","110,107,692",no
"1,573,844","26,673,350","636,245","370,345","21,347,750","46,340","160,511","275,533","217,563","67,392,760","5,211,820","67,392,760","5,211,098","6,509,766","275,252","419,192","222,880,762","68,502","26,626,792","27,803","21,343,483","3,923",74,"172,107,869","209,832,384","114,492,952",no
"1,557,234","26,623,303","630,168","379,535","21,341,378","45,402","157,322","276,474","217,740","67,361,080","5,216,864","67,361,080","5,210,638","6,598,244","254,360","404,324","217,738,683","67,651","26,622,309","27,668","21,340,687","3,924",67,"172,147,082","212,645,984","109,534,658",no
"1,554,332","26,619,132","630,197","380,936","21,340,390","46,485","158,771","279,631","217,459","67,359,097","5,223,196","67,359,097","5,210,511","6,505,619","255,901","404,788","217,818,878","71,537","26,631,013","27,881","21,345,957","4,025",79,"172,217,864","213,064,224","109,497,273",no
"1,579,943","26,679,970","632,111","378,900","21,340,264","46,828","167,544","281,624","219,303","67,406,019","5,218,876","67,406,019","5,226,790","6,181,441","260,036","405,643","218,983,987","71,005","26,655,238","28,105","21,360,206","4,039",44,"172,196,471","210,690,560","110,659,183",no
"1,557,229","26,618,586","636,159","382,058","21,338,240","47,778","162,954","274,963","218,325","67,358,159","5,210,893","67,358,159","5,208,053","6,628,763","267,901","428,828","220,198,747","62,425","26,623,048","29,395","21,340,772","3,945",75,"172,146,883","212,347,008","111,763,004",no
